Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
CLICK ENERGY GROUP HOLDINGS PTY LTD,31160484837,154735938,0,0,2014-15
CLIFFS NATURAL RESOURCES HOLDINGS PTY LTD,69112437331,1005268174,82491474,24747442,2014-15
CLOROX HOLDINGS PTY LTD,57077214076,146547819,8197306,2459192,2014-15
CMOC MINING PTY LIMITED,17164997317,366633924,173039636,46437262,2014-15
CNCGC AUSTRALIAN PTY LIMITED,65163225198,119824371,3886628,1165988,2014-15
CNH INDUSTRIAL AUSTRALIA PTY LIMITED,76000031130,719104020,79425893,23827768,2014-15
CNOOC AUSTRALIA ENERGY PTY LTD,79129021316,310541455,77051055,23115317,2014-15
CNPR LIMITED,45078590682,3878839004,0,0,2014-15
CNW PTY LTD,48009669836,454854694,24858529,4865224,2014-15
COAL & ALLIED INDUSTRIES LTD,67008416760,2272319475,209019259,55217016,2014-15
COCA COLA SOUTH PACIFIC PTY LTD,50003029794,144739366,9330995,2799298,2014-15
COCA-COLA AMATIL LIMITED,26004139397,3682016170,375396012,104609471,2014-15
COCHLEAR LIMITED,96002618073,692637125,247788243,35586728,2014-15
COCKRAM CORPORATION PTY LTD,18104957664,534889964,0,0,2014-15
CODAN LIMITED,77007590605,120282217,18625656,0,2014-15
COFCO (AUSTRALIA) PTY LTD,43003729182,278800461,197857,59357,2014-15
COFFEY INTERNATIONAL LTD,16003835112,386504394,0,0,2014-15
COFI-COM TRADING PTY LIMITED,57095403820,102207183,3160066,948020,2014-15
COLAS AUSTRALIA GROUP PTY LTD,11000388161,348943303,16791910,4662671,2014-15
COLGATE PALMOLIVE PTY LTD,79002792163,810092139,110020209,32214523,2014-15
COLLECTION HOUSE LIMITED,74010230716,165575660,32844885,9230683,2014-15
COLLIERS INTERNATIONAL HOLDINGS (AUSTRALIA) LIMITED,65008178238,233546383,39682952,9521904,2014-15
COLLINS FOODS LIMITED,13151420781,571812206,39165619,11749686,2014-15
COLORPAK LIMITED,56107485898,140916041,550000,165000,2014-15
COMDAIN INFRASTRUCTURE PTY LTD,50092035419,212828405,8834116,2650235,2014-15
COMFORTDELGRO CABCHARGE PTY LTD,84002072004,344271242,25322754,7596826,2014-15
COMGEN AUSTRALIA PTY LTD,17050242441,1051482137,77208749,14360527,2014-15
COMMERCIAL & INDUSTRIAL PROPERTY PTY LTD,88105081865,271699941,11633648,3490094,2014-15
COMMERCIAL METALS PTY LTD,39164131855,369135942,0,0,2014-15
COMMERCIAL MOTOR VEHICLES PTY LTD,84007874142,1081538839,35779512,10687958,2014-15
COMMONWEALTH BANK OF AUSTRALIA,48123123124,44216128308,10795572337,3107074610,2014-15
COMMSCOPE AUSTRALIA PTY LTD,27004663861,138962696,18139254,4276501,2014-15
COMMUNITY CPS AUSTRALIA LTD,15087651143,236640412,32173005,8804269,2014-15
COMPASS GROUP (AUSTRALIA) PTY LTD,41000683125,1487254854,94950543,24680217,2014-15
COMPETENTIA PTY LTD,11143641543,120884715,7623560,2287068,2014-15
COMPETITIVE FOODS AUSTRALIA PTY LTD,48010542908,981753238,48571185,14290011,2014-15
COMPUTERSHARE LIMITED,71005485825,881275002,137270491,32153296,2014-15
CONBEAR HOLDINGS PTY LTD,85000220780,353170259,8465400,2292030,2014-15
CONCENTRIX SERVICES PTY LIMITED,63166171991,140169737,13369996,4010999,2014-15
CONNECTEAST PTY LTD,99101213263,287495562,0,0,2014-15
CONOCOPHILLIPS AUSTRALIA GAS HOLDINGS PTY LTD,69081089170,1708851614,112940592,0,2014-15
CONSOLIDATED MINERALS HOLDINGS (AUSTRALIA) PTY LTD,88127662257,355932926,0,0,2014-15
CONSOLIDATED SNACKS PTY LTD,91169426260,250649402,0,0,2014-15
CONTANGO MICROCAP LIMITED,47107617381,111043967,6506153,75868,2014-15
CONTINENTAL PTY LTD,46004390587,128617373,0,0,2014-15
CONTRACTOR WORKFORCE SOLUTIONS PTY LTD,85145542114,328746275,355926,106778,2014-15
CONTURA MINING PTY LTD,58008901915,378221122,8518732,2555620,2014-15
COOGEE CHEMICALS PTY LTD,37008747500,268961389,32831151,6793229,2014-15
COOK AUSTRALIA PTY LTD,27141258648,212115705,19024841,4758644,2014-15
CO-OPERATIEVE CENTRALE RAIFFEISEN-BOER ENLEENBANK B.A,70003917655,1165027203,0,0,2014-15
COOPERS BREWERY LIMITED,13007871409,225879108,40900192,10692900,2014-15
CORELOGIC AUSTRALIA HOLDINGS PTY LIMITED,75150637406,103197033,0,0,2014-15
CORIANT (AUSTRALIA) PTY LTD,25162198781,101294766,3202589,960777,2014-15
CORNING AUSTRALIA HOLDINGS CO PTY LTD,52099032667,139873534,0,0,2014-15
COSL (AUSTRALIA) PTY LTD,12117833333,145996573,5062933,1518880,2014-15
COSTA GROUP HOLDINGS LIMITED,68151363129,745805074,23064671,2819928,2014-15
COSTCO WHOLESALE AUSTRALIA PTY LTD,57104012893,1336754040,3736120,1120836,2014-15
COTY AUSTRALIA PTY. LIMITED,96058696549,183677709,34436759,10331028,2014-15
COUNTPLUS LTD,11126990832,125508618,15785595,3854024,2014-15
COUNTRY ROAD GROUP PTY LTD,78006759182,897999216,103498315,30662212,2014-15
COUNTRYWIDE AUSTRALASIA LTD,34068162676,304002564,313723,94117,2014-15
COVENTRY GROUP LTD,37008670102,165979196,0,0,2014-15
COVER-MORE GROUP LIMITED,79166776334,193328063,36954563,11079292,2014-15
COVIDIEN PTY LIMITED,51003143502,344250201,17572839,5271852,2014-15
CPA AUSTRALIA LTD,64008392452,161249000,1118478,0,2014-15
CPH FASHION PTY LTD,51089304941,225493078,70343,0,2014-15
CRAIG MOSTYN HOLDINGS PTY LIMITED,14008398356,320979942,16428310,3423099,2014-15
CREDIT AGRICOLE CIB AUSTRALIA LIMITED,32002540409,160394000,79968406,23990522,2014-15
CREDIT CORP GROUP LIMITED,33092697151,186816647,66453081,19898671,2014-15
CREDIT SUISSE AG,17061700712,257324485,32049835,9614950,2014-15
CREDIT SUISSE HOLDINGS (AUSTRALIA) LIMITED,96008496713,359154840,0,0,2014-15
CREDIT UNION AUSTRALIA LIMITED,44087650959,502968134,60784144,14586500,2014-15
CRISTAL INORGANIC CHEMICALS AUSTRALIA PTY LTD,20125123784,690615198,0,0,2014-15
CROCODILE GOLD AUSTRALIA PTY LTD,30136505587,113582522,0,0,2014-15
CROWN CASTLE AUSTRALIA HOLDINGS PTY LTD,44086370274,168496115,15469319,4640796,2014-15
CROWN EQUIPMENT PTY LIMITED,79000514858,327892648,7397456,2219237,2014-15
CROWN RESORTS LIMITED,39125709953,3647371874,555809648,156977161,2014-15
CS AUSTRALIA PTY LTD,84093488361,819683102,0,0,2014-15
CSC COMPUTER SCIENCES AUSTRALIA HOLDINGS PTY LTD,33120570390,728926956,29497377,8383799,2014-15
CSG LIMITED,64123989631,110636579,0,0,2014-15
CSL LIMITED,99051588348,2269966638,244415270,0,2014-15
CSR LIMITED,90000001276,1850624117,0,0,2014-15
CST MINERALS AUSTRALIA PTY LTD,50142485470,138887252,0,0,2014-15
CTI LOGISTICS LIMITED,69008778925,124505066,8609070,2228392,2014-15
CUA HEALTH LIMITED,98098685459,119657872,3352489,1005747,2014-15
CUBIC TRANSPORTATION SYSTEMS (AUSTRALIA) PTY LIMITED,82003617561,155334002,0,0,2014-15
CUMMINS FILTRATION INTERNATIONAL CORPORATION,60007505473,106560314,7029939,2108982,2014-15
CUMMINS SOUTH PACIFIC PTY LTD,42006332949,827366645,53493775,15940720,2014-15
CUSCAL LTD,95087822455,278092336,18516852,2466462,2014-15
D E HOLDING AUSTRALIA PTY LTD,16100632595,258156067,50869213,15134922,2014-15
DAC FINANCE PTY LIMITED,28129420444,236885709,0,0,2014-15
DAIKIN AUSTRALIA PTY LTD,62000172967,435215291,25237471,7027737,2014-15
DAIMLER AUSTRALIA/PACIFIC PTY LTD,50004348421,3217537000,196310607,58893182,2014-15
DAIRY FARMERS MILK CO-OPERATIVE LIMITED,74669522867,142323629,527673,0,2014-15
DALE ALCOCK HOMES PTY LTD,61009217887,223457784,9057241,2717172,2014-15
DAMPIER SALT LTD,30008706590,467855786,39297596,11692520,2014-15
DANAHER AUSTRALIA HOLDING PTY LTD,80122016424,536104266,0,0,2014-15
DARACON CONTRACTORS PTY LIMITED,82002344667,211039868,569061,170718,2014-15
DARK GREEN AUSTRALIA PTY LIMITED,71122527137,1181700384,47353458,14206037,2014-15
DARWIN LNG PTY LTD,48085130981,2917350335,204959374,60974357,2014-15
DATA #3 LIMITED,31010545267,871145548,16429409,4509579,2014-15
DATACOM AUSTRALIA HOLDINGS PTY LIMITED,45094235373,377681565,8341196,1705610,2014-15
DAVIS LANGDON PROPERTY SERVICES PTY LTD,97006986947,685074102,775930,0,2014-15
DBNGP (WA) TRANSMISSION PTY LTD,69081609190,398044245,0,0,2014-15
DBNGP FINANCE CO PTY LTD,14110721072,189759843,0,0,2014-15
DECMIL GROUP LIMITED,35111210390,671410199,106946397,7728784,2014-15
DEFENCE HOUSING AUSTRALIA,72968504934,1387810974,99238240,28908618,2014-15
DELAWARE NORTH COMPANIES AUSTRALIA PTY LTD,92003435345,256680309,0,0,2014-15
DELL AUSTRALIA PTY LIMITED,46003855561,267432889,11954730,3370120,2014-15
DE'LONGHI AUSTRALIA PTY LIMITED,49104012857,149799863,4510388,1353116,2014-15
DELTA GROUP HOLDINGS PTY LTD,37159149185,245847236,5277871,1583361,2014-15
DEMATIC HOLDINGS PTY LTD,50121488202,157530534,9202111,2354368,2014-15
DENGKOL PTY LTD,82005518258,240218965,5048928,1514678,2014-15
DENSO INTERNATIONAL AUSTRALIA PTY LTD,72081951402,220627713,23521720,7056516,2014-15
DENTSU AEGIS NETWORK AUSTRALIA HOLDINGS PTY LTD,60147301700,278015788,16864357,5059307,2014-15
DEUTSCHE AUSTRALIA LIMITED,37006385593,810302686,0,0,2014-15
DEUTSCHE BANK AKTIENGESELLSCHAFT,13064165162,1175691595,60156718,18047015,2014-15
DEVICE TECHNOLOGIES AUSTRALIA PTY LTD,40058091973,253683335,9850752,2487429,2014-15
DEVINE LIMITED,51010769365,348650000,0,0,2014-15
DEXUS OPERATIONS TRUST,69645176383,413961679,0,0,2014-15
DHL EXPRESS (AUSTRALIA) PTY LTD,62001112929,365261773,11384059,3415218,2014-15
DHL GLOBAL FORWARDING (AUSTRALIA) PTY LIMITED,62002636124,1575451692,58818385,17645516,2014-15
DIAGEO AUSTRALIA LIMITED,33004167720,532554444,24236727,7271018,2014-15
DIAMANTINA HOLDING COMPANY PTY LTD,59149762130,200598443,0,0,2014-15
DIAMOND OFFSHORE GENERAL COMPANY,91050122051,211314160,0,0,2014-15
DIB GROUP PTY LIMITED,87002889474,570735284,7910862,2315374,2014-15
DIC AUSTRALIA PTY LTD,12000079550,118009244,0,0,2014-15
DICKER DATA LIMITED,95000969362,447160668,0,0,2014-15
DIMENSION DATA AUSTRALIA PTY LTD,65003371239,1194938124,0,0,2014-15
DIPLOMA GROUP LTD,14127462686,107207588,0,0,2014-15
DIRECT GROUP PTY LTD,45065432199,244979834,12028186,3505774,2014-15
DIRECTCASH PAYMENTS AUSTRALIA PTY LTD,46157774224,116052392,19858454,5957536,2014-15
DISTRIBUTION CENTRAL PTY LTD,70006687056,292053624,9427187,2457083,2014-15
DNATA AIRPORT SERVICES PTY LTD,30098319790,113876334,0,0,2014-15
DOF SUBSEA AUSTRALIA PTY LTD,53083000239,153722547,5505108,0,2014-15
DOMETIC AUSTRALIA PTY LTD,62086366305,132579503,7870141,2361042,2014-15
DOMINO'S PIZZA ENTERPRISES LIMITED,16010489326,222305447,72755923,18150998,2014-15
DORAY MINERALS LIMITED,48138978631,136703534,0,0,2014-15
DORMA DOOR CONTROLS PTY LTD,82005869447,122840813,18278573,5483572,2014-15
DORSOGNA LIMITED,27063427752,161162087,9929881,1731689,2014-15
DOW AGROSCIENCES AUSTRALIA LIMITED,24003771659,159281851,0,0,2014-15
DOW CHEMICAL (AUSTRALIA) LIMITED,72000264979,247551068,0,0,2014-15
DOWNER EDI LIMITED,97003872848,5816965428,192682506,4668204,2014-15
DP WORLD AUSTRALIA (HOLDING) PTY LIMITED,58147892715,542757098,0,0,2014-15
DRAMET PTY LTD,59109544425,463249150,0,0,2014-15
DREDGING INTERNATIONAL (AUSTRALIA) PTY LTD,44001088197,796115241,72943282,21882985,2014-15
DREDGING INTERNATIONAL ASIA PACIFIC PTE LTD,71868530610,156399249,8995259,2698578,2014-15
DRILLSEARCH ENERGY LIMITED,73006474844,274240062,56038270,0,2014-15
DRYSDALE INVESTMENTS PTY LTD,86104614422,316477071,0,0,2014-15
DSI HOLDINGS 2 AUSTRALIA PTY LIMITED,49151658785,190086264,9378892,1860766,2014-15
DST BLUEDOOR HOLDINGS PTY LTD,28104705713,109881568,25243447,6608716,2014-15
DUET COMPANY LIMITED,93163100061,215884249,2905848,871754,2014-15
DULUXGROUP LIMITED,42133404065,1563028227,151752308,40083994,2014-15
DUPONT (AUSTRALIA) PTY LIMITED,59000716469,300493482,50313225,11552564,2014-15
DURO FELGUERA AUSTRALIA PTY LTD,79164834753,288783519,6910947,2073284,2014-15
DYNAMIC SUPPLIES PTY LTD,25064793862,217031393,17029924,5108977,2014-15
DYSON APPLIANCES (AUST) PTY LIMITED,50073072509,235281757,5720275,1707458,2014-15
E C THROSBY PTY LIMITED,24060571673,227213547,50334892,15046897,2014-15
EARTHLING INVESTMENTS PTY LTD,70111401766,220712460,0,0,2014-15
EAST YARRA FRIENDLY SOCIETY PTY LTD,44087648913,316824111,78571308,23571392,2014-15
EATON INDUSTRIES PTY LTD,66103014571,260715508,6756223,1634900,2014-15
ECLIPX GROUP LIMITED,85131557901,351695130,16272492,4881748,2014-15
ECOLAB PTY LTD,59000449990,401495501,26862204,7475832,2014-15
ECOM COMMODITIES PTY LTD,65089892713,111202459,0,0,2014-15
EDI RAIL-BOMBARDIER TRANSPORTATION PTY LTD,42009978803,113606501,9722573,2916772,2014-15
EDU HOLDINGS SPV PTY LIMITED,34143998127,181328420,0,0,2014-15
EE MUIR & SONS PTY LTD,83004524387,222642631,3977313,1190792,2014-15
EFS WORSLEY HOLDINGS PTY LTD,NA,133762648,91772815,27531844,2014-15
EINHELL HOLDINGS AUSTRALIA PTY LTD,12163099885,111409691,5112447,1533734,2014-15
ELDERS LTD,34004336636,1387703258,3194574,0,2014-15
ELECTRANET PTY LIMITED,41094482416,340685391,74229419,22268826,2014-15
ELECTROLUX HOME PRODUCTS PTY LIMITED,51004762341,771739668,51814348,10054359,2014-15
ELECTRONICS BOUTIQUE AUSTRALIA PTY LTD,50077681442,709566375,36180829,10854249,2014-15
ELI LILLY AUSTRALIA PTY LIMITED,39000233992,246410409,30224983,6210225,2014-15
EMC AUSTRALIA PTY LIMITED,34143603123,299470842,26827709,4904152,2014-15
EMECO HOLDINGS LIMITED,89112188815,156461228,0,0,2014-15
EMERALD GRAIN PTY LTD,82109203054,1149938203,0,0,2014-15
EMERSON NETWORK POWER AUSTRALIA PTY LIMITED,53003469654,150530970,0,0,2014-15
EMERSON PROCESS MANAGEMENT AUSTRALIA PTY LTD,99004590005,153898216,18810163,5634718,2014-15
EMIRATES AIRLINE,81073569696,184831279,0,0,2014-15
EMIRATES LEISURE RETAIL (AUSTRALIA) PT Y LTD,76131473679,386890629,15581829,4674549,2014-15
EMPLOYERS MUTUAL LIMITED,67000006486,214597981,14634734,2023661,2014-15
ENAK HOLDINGS PTY LTD,94151868772,447443866,16119075,4581294,2014-15
ENERFLEX ENERGY SYSTEMS (AUSTRALIA) PTY LTD,74140790610,222775388,29910896,2193282,2014-15
ENERGY DEVELOPMENTS LIMITED,84053410263,365401486,47897220,14126525,2014-15
ENERGY POWER SYSTEMS AUSTRALIA PTY LTD,80055274514,212147170,11745269,2741694,2014-15
ENERGY RESOURCES AUSTRALIA LTD,71008550865,414278638,0,0,2014-15
ENERGYAUSTRALIA HOLDINGS LIMITED,57101876135,7302401958,0,0,2014-15
ENERMECH PTY LTD,32136435062,108809000,13934572,4178762,2014-15
ENERO GROUP LIMITED,97091524515,146665568,0,0,2014-15
ENGENCO LIMITED,99120432144,126789989,0,0,2014-15
ENI AUSTRALIA BV,18092812023,132186060,0,0,2014-15
ENI JPDA 03-13 LIMITED,14054729930,305512354,18615432,5584630,2014-15
ENI JPDA 06-105 PTY LTD,92066086075,159426979,0,0,2014-15
ENIRGI AUSTRALIA PTY LTD,69155392911,128239377,0,0,2014-15
ENSHAM COAL SALES PTY LTD,13050411713,375778689,0,0,2014-15
ENSIGN (AUSTRALIA) HOLDINGS PTY LTD,71100195426,409189280,6706390,2010917,2014-15
ENTITY SOLUTIONS SERVICES PTY LTD,24091536364,276948863,0,0,2014-15
EPSON AUSTRALIA PTY LIMITED,91002625783,188046331,7937332,2381200,2014-15
ERM POWER LIMITED,28122259223,2331518403,0,0,2014-15
ERTECH HOLDINGS PTY LTD,93008999353,348499206,27166701,805683,2014-15
ESCO AUSTRALIA HOLDINGS PTY LTD,14140443223,131762734,0,0,2014-15
ESS THALANYJI PTY LTD,89141801541,148047054,6119808,1835942,2014-15
ESSILOR AUSTRALIA PTY LTD,96002659458,161103632,12031545,2875698,2014-15
ESTEE LAUDER PTY LIMITED,63008444719,227737547,35721240,10716372,2014-15
ESTHER INVESTMENT PTY LTD,68004459536,441046920,48175316,14391215,2014-15
ESTIA HEALTH LIMITED,37160986201,285779719,15515901,4654770,2014-15
ETIHAD AIRWAYS PJSC,40123078688,356524858,0,0,2014-15
ETSA UTILITIES FINANCE PTY LTD,78091701825,207167096,0,0,2014-15
EUDUNDA FARMERS LTD,30008222188,122396761,4891281,1359984,2014-15
EUROPCAR HOLDING PTY LTD,72130750640,174775062,0,0,2014-15
EVENT HOSPITALITY AND ENTERTAINMENT LIMITED,51000005103,569555122,120855795,35801485,2014-15
EVOLUTION MINING LIMITED,74084669036,666817729,5234257,0,2014-15
EXPEDITORS INTERNATIONAL PTY LIMITED,79003337282,112405980,13073486,3922046,2014-15
EXXONMOBIL AUSTRALIA PTY LTD,48091561198,8464272972,0,0,2014-15
F K GARDNER & SONS PTY LTD,99010136053,256708470,3831425,654568,2014-15
FAIRFAX MEDIA LIMITED,15008663161,1449718642,91856465,23350324,2014-15
FANTASTIC HOLDINGS LIMITED,19004000775,499783742,28664491,7819758,2014-15
FCA AUSTRALIA PTY LTD,23125956505,1609370687,72160881,21648264,2014-15
FDC CONSTRUCTION & FITOUT PTY LIMITED,44120295034,410438708,13039503,3911851,2014-15
FEDERAL EXPRESS (AUSTRALIA) PTY LTD,35003100052,228612085,73427159,22028148,2014-15
FENNER (PACIFIC) PTY LIMITED,49000231532,220493446,1397004,419101,2014-15
FERRERO AUSTRALIA PTY LIMITED,29001249261,229324757,13796129,2877639,2014-15
FIL INVESTMENT MANAGEMENT (AUSTRALIA) LIMITED,34006773575,106687608,5457178,1637153,2014-15
FINASUCRE INVESTMENTS (AUSTRALIA) PTY LIMITED,23062315593,239525535,0,0,2014-15
FINITE GROUP APAC PTY LIMITED,43085406300,247715279,0,0,2014-15
FIRCROFT AUSTRALIA PTY LTD,58100091245,359492761,16659730,4895284,2014-15
FIRST DATA RESOURCES INVESTMENTS PTY LTD,63057257771,228604703,2148307,191050,2014-15
FIRST SOLAR (AUSTRALIA) PTY LTD,66141686946,190061713,10216389,3064917,2014-15
FISHER & PAYKEL AUSTRALIA HOLDINGS LIMITED,19003659425,592942631,10688558,3206567,2014-15
FISHERS SUPERMARKETS PTY LTD,65169928429,233710002,971464,291439,2014-15
FITNESS FIRST ASIA PACIFIC GROUP PTY LTD,86106497321,216847559,0,0,2014-15
FLEETCOR TECHNOLOGIES PTY LTD,58161719393,356304308,6811691,2043507,2014-15
FLEETWOOD CORPORATION LIMITED,69009205261,295840695,3216570,466358,2014-15
FLETCHER BUILDING (AUSTRALIA) PTY LTD,11093539452,2890992098,8787543,2636263,2014-15
FLETCHER BUILDING INTERNATIONAL LP,15597295270,227412647,6567156,1813556,2014-15
FLETCHER INTERNATIONAL EXPORTS PTY LTD,64003213652,516351411,13585900,4075770,2014-15
FLEXIGROUP LIMITED,75122574583,375990746,111805758,33541727,2014-15
FLIGHT CENTRE TRAVEL GROUP LIMITED,25003377188,1449342729,316982181,93093013,2014-15
FLINDERS PORT HOLDINGS PTY LTD,46117687313,200786488,56567766,16970330,2014-15
FLINDERS POWER HOLDINGS GMBH,28094284723,463325353,0,0,2014-15
FLOWSERVE AUSTRALIA PTY LTD,30004604291,104224474,13454008,4036202,2014-15
FLSMIDTH PTY LTD,85000221590,465972071,44922,0,2014-15
FLUOR AUSTRALIA PTY LTD,28004511942,1808215847,77641254,23060914,2014-15
FM INSURANCE COMPANY LIMITED,99007502829,203714961,24406772,6762298,2014-15
FMC TECHNOLOGIES AUSTRALIA LTD,21004030317,271798346,17282622,5184787,2014-15
FOOD INVESTMENTS PTY LTD,85008426177,2120934430,5051446,0,2014-15
FOOT LOCKER AUSTRALIA INC,22619093977,170249653,21407469,6422241,2014-15
FORD MOTOR COMPANY OF AUSTRALIA LTD,30004116223,2496821478,0,0,2014-15
FORM 700 HOLDINGS PTY LTD,42102996378,300571953,9496292,2848888,2014-15
FORTESCUE METALS GROUP LIMITED,57002594872,9126314726,208264980,13225595,2014-15
FOX & LILLIE HOLDINGS PTY LTD,57004604844,393058300,4516619,1354986,2014-15
FOX FILMED ENTERTAINMENT AUSTRALIA PTY LTD,99004126738,370720418,60418195,18125268,2014-15
FOXCONN AUSTRALIA PTY LIMITED,38114305494,209038734,0,0,2014-15
FOXTEL CABLE TELEVISION PTY LIMITED,45069008797,2000863242,0,0,2014-15
FOXTEL HOLDINGS PTY LIMITED,55151690327,776425856,76761356,23028407,2014-15
FOXTEL MANAGEMENT PTY LIMITED,65068671938,354200426,0,0,2014-15
FQM AUSTRALIA HOLDINGS PTY LTD,77136613075,588534478,4571416,0,2014-15
FRANKLIN TEMPLETON INVESTMENTS AUSTRALIA LIMITED,87006972247,107348089,18495333,5548600,2014-15
FRASERS PROPERTY AUSTRALIA PTY LIMITED,89600448726,822185633,0,0,2014-15
FREEDOM ENERGY HOLDINGS PTY LTD,24093243844,1159503359,9793181,2937954,2014-15
FREMANTLEMEDIA AUSTRALIA HOLDINGS PTY LIMITED,83001076142,150640811,0,0,2014-15
FREQUENCY INFRASTRUCTURE AUSTRALIA HOLDINGS PTY LIMITED,27136262952,428498807,0,0,2014-15
FRESENIUS KABI AUSTRALIA PTY LIMITED,39109383593,193461630,0,0,2014-15
FRESENIUS MEDICAL CARE AUSTRALIA PTY L IMITED,80067557877,165708164,6214082,1864224,2014-15
FRESHMAX GROUP PTY LIMITED,33154789321,305021515,0,0,2014-15
FREYSSINET AUSTRALIA PTY LTD,15002617736,197024475,18211372,0,2014-15
FRIENDLY SOCIETY MEDICAL ASSOCIATION LIMITED,69088347602,288014988,0,0,2014-15
FRONTIER INTERNATIONAL AGRI PTY LTD,78166496064,225248989,0,0,2014-15
FRUCOR BEVERAGES (AUSTRALIA) PTY LIMITED,73060091536,299382324,7880818,2364245,2014-15
FUCHS LUBRICANTS (AUSTRALASIA) PTY LTD,88005681916,174552546,26746545,7950088,2014-15
FUGRO HOLDINGS (AUSTRALIA) PTY LTD,99003010099,506271093,0,0,2014-15
FUJI XEROX ASIA PACIFIC PTE LIMITED,26103964629,113196139,0,0,2014-15
FUJI XEROX AUSTRALIA PTY. LTD,63000341819,1200463440,82408978,18360259,2014-15
FUJIFILM HOLDINGS AUSTRALASIA PTY LIMITED,58008443892,172641310,537703,0,2014-15
FUJITSU AUSTRALIA LIMITED,19001011427,979836295,27974450,5250928,2014-15
FUJITSU GENERAL (AUST) PTY LIMITED,55001229554,191790995,4448272,1318917,2014-15
FULTON HOGAN AUSTRALIA PTY LTD,42135849115,1423312686,43537043,6202230,2014-15
FUNTASTIC LIMITED,94063886199,109725506,0,0,2014-15
FURY ROAD PICTURES PTY LIMITED,59137077135,332824946,0,0,2014-15
FUTURE FUND INVESTMENT COMPANY NO 3 PTY LTD,40134338882,3544716624,292221376,72637865,2014-15
FUTURE FUND INVESTMENT COMPANY NO.5 PTY LTD,51134338926,290381352,16355275,4906582,2014-15
FUTURE FUND INVESTMENT COMPANY NO1 PTY LTD,81130318188,557594496,179255612,53578878,2014-15
FUTURE FUND INVESTMENT COMPANY NO2 PTY LTD,90130788493,2965084603,1152770212,337508668,2014-15
FUTURE FUND INVESTMENT COMPANY NO4 PTY LTD,47134338908,2882161002,386317399,115895220,2014-15
FUTURIS AUTOMOTIVE INTERIORS (AUSTRALIA) PTY LTD,43065993553,265425763,515402,154621,2014-15
G & K O'CONNOR PTY LTD,49005934029,312951102,34516634,10354990,2014-15
G JAMES PTY LTD,25009696404,374888904,0,0,2014-15
G&W AUSTRALIA HOLDINGS LP,30124868215,348732109,48848189,14654457,2014-15
G4S AUSTRALIA HOLDINGS PTY LTD,68128783602,326053245,12240070,3672020,2014-15
G8 EDUCATION LIMITED,95123828553,479629465,88903130,26670939,2014-15
GALLAGHER BASSETT SERVICES PTY LTD,68009778018,488747151,17673834,2941210,2014-15
GARTNER AUSTRALASIA PTY LTD,69003708601,102027893,3613661,745790,2014-15
GATE GOURMET (HOLDINGS) PTY LIMITED,59004122892,216509679,0,0,2014-15
